Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-31,8.703090530643612,8.797586987693034,8.618043899536133,8.618043899536133,7994000,0.0,0
2010-01-04,8.910983741295967,9.21337101441548,8.797588513876148,9.19447135925293,24670100,0.0,0
2010-01-05,9.279517651960347,10.007138126694327,9.260618898702194,9.922091484069824,49268000,0.0,0
2010-01-06,9.865392958851743,9.874842785629815,9.581905364990234,9.581905364990234,21539900,0.0,0
2010-01-07,9.459059662953745,10.215028630137349,9.430710184590033,10.205578804016113,30219400,0.0,0
2010-01-08,10.111084744817651,10.271728222263805,9.87484444283039,10.016589164733887,17728500,0.0,0
2010-01-11,10.215030735614842,10.659161840635118,10.205580907545848,10.300076484680176,34876800,0.0,0
2010-01-12,10.819803501712041,11.33953224309071,10.75365651867323,11.29228401184082,64444400,0.0,0
2010-01-13,11.509627909742415,11.745868213957586,11.05604605703296,11.708069801330566,47281900,0.0,0
2010-01-14,11.689168108373595,12.161648634506005,11.547424311007907,11.698617935180664,37690800,0.0,0
2010-01-15,11.726966878084237,11.849811926830448,11.254486337299635,11.424579620361328,32463700,0.0,0
2010-01-19,11.254486795041483,11.575773720031995,11.122192814999615,11.537975311279297,17557900,0.0,0
2010-01-20,11.358433339858284,11.481277495063889,11.103293399388559,11.254487037658691,19593700,0.0,0
2010-01-21,11.226137113739568,11.386780560493596,10.678059789938207,10.696958541870117,25130400,0.0,0
2010-01-22,10.602465534934225,11.188341404975008,10.16778332152522,10.980449676513672,40824400,0.0,0
2010-01-25,11.25448608066468,11.481276518785384,10.942649002952443,11.330082893371582,31520600,0.0,0
2010-01-26,11.245036510199515,11.613571656438147,11.10329270843818,11.424579620361328,24611200,0.0,0
2010-01-27,11.367879334035795,11.556871333123288,11.103290535313302,11.547422409057617,22801700,0.0,0
2010-01-28,11.623020369424577,11.80256256119143,10.96154785596798,11.112741470336914,27511700,0.0,0
2010-01-29,11.282837132820555,11.320635547457707,10.262279036432174,10.451272010803223,38947300,0.0,0
2010-02-01,10.526866414994387,11.169439315795898,10.526866414994387,11.169439315795898,30873300,0.0,0
2010-02-02,11.226137161254883,11.367880955491875,10.81980362937074,11.226137161254883,19444000,0.0,0
2010-02-03,11.046594283879921,11.216687561350016,10.725308283703754,10.791455268859863,21160400,0.0,0
2010-02-04,10.526867514892395,10.885952859334166,10.167782170450625,10.196130752563477,23375400,0.0,0
2010-02-05,10.26227854058925,10.489069918639562,9.950441409603474,10.337875366210938,29041900,0.0,0
2010-02-08,10.526866753133927,10.602463567421218,10.026036731999241,10.139431953430176,16842300,0.0,0
2010-02-09,10.460721737360107,10.460721737360107,10.026039485247638,10.129985809326172,20680600,0.0,0
2010-02-10,10.215028561092588,10.347322521155636,9.780346475488967,9.827593803405762,23953800,0.0,0
2010-02-11,9.865390784672998,10.77255322818654,9.82759238707597,10.753654479980469,43962500,0.0,0
2010-02-12,10.48906907370454,10.55521606549881,10.205580549866683,10.422921180725098,29246600,0.0,0
2010-02-16,10.611912287553832,10.970997599048367,10.611912287553832,10.952098846435547,21592200,0.0,0
2010-02-17,11.056044716748518,11.112742779408364,10.734757797774702,10.989897727966309,23478100,0.0,0
2010-02-18,10.460717800994379,10.56466408595795,10.044935364695158,10.205578804016113,49440500,0.0,0
2010-02-19,10.111084905341173,10.441821693848205,10.035488079599894,10.26227855682373,18008400,0.0,0
2010-02-22,10.404022093153904,10.413471920588991,10.25282845893307,10.318975448608398,15957500,0.0,0
2010-02-23,10.215029962253118,10.243378543128674,9.761448162318512,9.855944633483887,19171200,0.0,0
2010-02-24,9.903192047142486,10.044936755025013,9.808696476405945,9.86539363861084,11404600,0.0,0
2010-02-25,9.742547734588175,9.912640091797131,9.525206248730921,9.874841690063477,13591000,0.0,0
2010-02-26,9.940989707713884,10.082733490896898,9.553554958055988,9.959888458251953,17487000,0.0,0
2010-03-01,10.101632726931992,10.177230436272582,9.988237514698667,10.073284149169922,16189600,0.0,0
2010-03-02,10.215030153570027,10.252828562507075,10.044936862760737,10.10163402557373,13068300,0.0,0
2010-03-03,10.158331179875274,10.555214888765208,10.044935963218876,10.252827644348145,20171600,0.0,0
2010-03-04,10.328425425037144,10.385122588095275,10.04493690619102,10.177231788635254,12453700,0.0,0
2010-03-05,10.30952597277704,10.72530938224966,10.252828808603159,10.649712562561035,20738400,0.0,0
2010-03-08,10.659161932744643,10.914301885701015,10.545766698492438,10.838705062866211,16415200,0.0,0
2010-03-09,10.602462771650123,11.150540084689421,10.593012945277193,10.904850006103516,21965300,0.0,0
2010-03-10,11.056043078877908,11.292283319457287,10.970996448079731,11.235586166381836,23403200,0.0,0
2010-03-11,11.14108991153892,11.150539737617715,10.838702686497632,11.027694702148438,13862700,0.0,0
2010-03-12,11.18833780017293,11.339531408091215,11.008794714881224,11.15053939819336,16217300,0.0,0
2010-03-15,11.01824326315966,11.093840058353715,10.583561240201403,10.753654479980469,18130100,0.0,0
2010-03-16,10.867052995215735,11.660820488621118,10.819804758477765,11.623022079467773,34640000,0.0,0
2010-03-17,11.774213297534157,11.972655130123469,11.537973063555691,11.585221290588379,31164200,0.0,0
2010-03-18,11.575773969575307,11.61357237914284,11.216688628091159,11.254487037658691,16894300,0.0,0
2010-03-19,11.103290557861328,11.386779007660733,10.923748383659838,11.103290557861328,16085500,0.0,0
2010-03-22,10.923750840985473,11.982107177289597,10.7347578978148,11.830913543701172,38350200,0.0,0
2010-03-23,11.982107878100942,12.09550310992454,11.462379056353894,11.81201457977295,32773100,0.0,0
