Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-31,18.038595658643985,18.052261574393977,17.621795654296875,17.621795654296875,774600,0.0,0
2010-01-04,17.52612961580028,17.76527784747458,17.52612961580028,17.608123779296875,1206800,0.0,0
2010-01-05,17.703783024409432,17.703783024409432,17.423638355116818,17.546628952026367,2014200,0.0,0
2010-01-06,17.60812485890547,17.860937713952428,17.594458946942634,17.772111892700195,1550300,0.0,0
2010-01-07,17.79261410234244,17.87460698301265,17.63545869176009,17.744783401489258,881300,0.0,0
2010-01-08,17.676458211835154,17.929271139771593,17.608129935574087,17.79261589050293,969700,0.0,0
2010-01-11,17.57396066545174,17.942932481242497,17.57396066545174,17.908767700195312,1441900,0.0,0
2010-01-12,17.8746021967681,18.0385892174514,17.77894342718276,17.867769241333008,1083400,0.0,0
2010-01-13,17.949768288403746,18.11375535371679,17.847276535489762,18.031761169433594,1077900,0.0,0
2010-01-14,17.983931771623958,18.086423524537942,17.949768288403746,18.031761169433594,603000,0.0,0
2010-01-15,18.10009168005477,18.15475404192673,17.655959826938414,17.731121063232422,2549000,0.0,0
2010-01-19,17.71745318742935,18.065926194542605,17.71745318742935,18.045427322387695,1204800,0.0,0
2010-01-20,17.915596738871276,18.01125680163264,17.806272069932163,17.956594467163086,1347500,0.0,0
2010-01-21,18.02492510462521,18.188913444919862,17.64912164097835,17.737947463989258,1639600,0.0,0
2010-01-22,17.772111747976222,17.95659764821287,17.389475338904457,17.39630699157715,1178300,0.0,0
2010-01-25,17.505635863890614,17.560298217039044,17.30065106214403,17.450973510742188,1227500,0.0,0
2010-01-26,17.327980038825576,17.491967071284904,17.321147082899802,17.39630699157715,887200,0.0,0
2010-01-27,17.39630569075503,17.49196576330973,17.15032581208592,17.46463394165039,1787800,0.0,0
2010-01-28,17.498800027210677,17.546629415438012,17.286982303270932,17.39630699157715,1336300,0.0,0
2010-01-29,17.498803400580318,17.546632798028067,17.273321024574255,17.30065155029297,1910800,0.0,0
2010-02-01,17.403139835711475,17.519297479197313,17.12982811670159,17.51246452331543,1397300,0.0,0
2010-02-02,17.471468108686487,17.765278695634784,17.32114698889453,17.758445739746094,1349600,0.0,0
2010-02-03,17.601290718154523,17.76527774091103,17.58079185159008,17.724281311035156,1407500,0.0,0
2010-02-04,17.614956566496687,17.66278595172379,17.218654270432513,17.232318878173828,1843500,0.0,0
2010-02-05,17.252819295024505,17.28015111946921,16.911179308984416,17.177658081054688,1390500,0.0,0
2010-02-08,17.15032623021754,17.16399214138039,16.918010953461174,16.931676864624023,975600,0.0,0
2010-02-09,17.061504242223474,17.245990188647728,16.98634431472921,17.10933494567871,926500,0.0,0
2010-02-10,17.109331483539446,17.177658439571026,16.863350271415687,17.075166702270508,1044200,0.0,0
2010-02-11,17.08199776699535,17.232318878173828,16.924843700319713,17.232318878173828,1050600,0.0,0
2010-02-12,17.1571556311273,17.22548256627933,17.013666200151995,17.170820236206055,1187300,0.0,0
2010-02-16,17.314319066189334,17.621795654296875,17.293820192564347,17.621795654296875,957800,0.0,0
2010-02-17,17.7106139579189,17.785775159282235,17.61495519491313,17.662784576416016,1177000,0.0,0
2010-02-18,17.649120703179953,17.94293128432078,17.649120703179953,17.860937118530273,1946700,0.0,0
2010-02-19,17.860938902453896,18.257241252975145,17.826775423526602,18.22307777404785,1316300,0.0,0
2010-02-22,18.277741198815786,18.332403550270897,18.1889153664212,18.22991180419922,648300,0.0,0
2010-02-23,18.195740406160724,18.21623926922537,17.956593520003764,17.99075698852539,1257100,0.0,0
2010-02-24,18.052260657544085,18.16158537148466,17.7721159151647,17.942935943603516,1582800,0.0,0
2010-02-25,17.353669779191048,17.671073573674025,17.353669779191048,17.64347267150879,1918900,0.256,0
2010-02-26,17.719377440392435,17.78837839375645,17.519274807245164,17.66417694091797,1619000,0.0,0
2010-03-01,17.74697162968458,18.043674717571054,17.74697162968458,18.016075134277344,1071000,0.0,0
2010-03-02,18.098875045776367,18.20237578539026,18.05747501314747,18.098875045776367,1153100,0.0,0
2010-03-03,18.09887742746654,18.209278406393825,18.029876486616118,18.05057716369629,1116000,0.0,0
2010-03-04,18.05057456955434,18.126475725190005,17.995374088023848,18.11957550048828,922100,0.0,0
2010-03-05,18.28517588653758,18.298976335142108,18.133374900137415,18.292076110839844,970100,0.0,0
2010-03-08,18.38177210564192,18.45767323917384,18.312772510885168,18.34037208557129,831000,0.0,0
2010-03-09,18.319676474981325,18.36107782256448,18.195476380481683,18.278276443481445,992900,0.0,0
2010-03-10,18.271376504452068,18.443878173828125,18.17477599074813,18.443878173828125,1188800,0.0,0
2010-03-11,18.188577458256873,18.49217946577277,18.188577458256873,18.40247917175293,1051300,0.0,0
2010-03-12,18.574981821847604,18.60258140757219,18.395579908345784,18.499080657958984,976300,0.0,0
2010-03-15,18.464575132837734,18.630176544189453,18.450774686204333,18.630176544189453,673000,0.0,0
2010-03-16,18.63708331441072,18.802684783935547,18.499081431764953,18.802684783935547,1094900,0.0,0
2010-03-17,18.823380978186748,18.823380978186748,18.643979099906943,18.74057960510254,1301900,0.0,0
2010-03-18,18.740576354858234,18.81647749068136,18.671575441935662,18.74747657775879,1166600,0.0,0
2010-03-19,18.74057960510254,18.96138151188286,18.664678456115613,18.74057960510254,1317600,0.0,0
2010-03-22,18.67848127307775,18.77508179052403,18.588780980603826,18.69228172302246,1170100,0.0,0
2010-03-23,18.712982023389117,18.81648276373613,18.609479966958787,18.7957820892334,755400,0.0,0
2010-03-24,18.768181903888607,18.802681710869734,18.588780012203525,18.595680236816406,666700,0.0,0
2010-03-25,18.650881689271674,18.76818288163502,18.637081239326967,18.69228172302246,1764000,0.0,0
2010-03-26,18.706074989017694,18.781974802398064,18.55427273009127,18.64397430419922,1231400,0.0,0
2010-03-29,18.70608164399949,19.00968363769783,18.70608164399949,19.002784729003906,753700,0.0,0
2010-03-30,19.030383014651537,19.32018585512169,19.016582566037908,19.202884674072266,1614200,0.0,0
2010-03-31,19.175287032130736,19.23738642500577,18.995885130260223,19.07178497314453,914700,0.0,0
2010-04-01,19.147683273738632,19.38918584851593,19.147683273738632,19.299484252929688,1008400,0.0,0
2010-04-05,19.320181244369444,19.402982600207505,19.278781224491865,19.347782135009766,709900,0.0,0
2010-04-06,19.306379128008686,19.465080287205637,19.271879333777278,19.458181381225586,638500,0.0,0
2010-04-07,19.416787029920332,19.451288152638995,19.154585077674813,19.264986038208008,1915400,0.0,0
2010-04-08,19.12698501617618,19.12698501617618,18.919983535142343,19.11318588256836,1284400,0.0,0
2010-04-09,19.113185168415185,19.20978568047711,18.940683501971307,19.189085006713867,832800,0.0,0
2010-04-12,19.216689162845288,19.313289691283778,19.08558750561913,19.182188034057617,1485700,0.0,0
2010-04-13,19.161483982141604,19.175284430278328,18.919981404081668,19.140783309936523,843000,0.0,0
2010-04-14,19.147678841646062,19.23737910038633,19.03727791577365,19.230480194091797,574200,0.0,0
2010-04-15,19.092486482360172,19.29948797721033,19.078686031747917,19.244287490844727,843700,0.0,0
2010-04-16,19.189078928926513,19.306380077598703,18.878576817323317,18.892375946044922,1361700,0.0,0
2010-04-19,18.89238176473679,18.947582244873047,18.719880099800584,18.947582244873047,1390500,0.0,0
2010-04-20,19.05798878269944,19.064887692686252,18.961386933797844,19.03038787841797,877500,0.0,0
2010-04-21,19.030379792565505,19.085580261590668,18.933779300792224,19.07868003845215,846300,0.0,0
2010-04-22,18.99588044627242,19.189081434429525,18.940679975929957,19.161481857299805,1020100,0.0,0
2010-04-23,19.16838724231478,19.230487952683063,19.078685631301312,19.154586791992188,1661400,0.0,0
2010-04-26,19.14078073061583,19.251181668666153,19.016579346288466,19.07868003845215,1337100,0.0,0
2010-04-27,18.961376634531124,19.030377541671967,18.630173859554482,18.64397430419922,1515100,0.0,0
2010-04-28,18.754382709417797,18.906183712807543,18.595681480953512,18.85788345336914,2326300,0.0,0
2010-04-29,18.968280894771514,19.037281816601094,18.809579695821665,19.023481369018555,1352900,0.0,0
2010-04-30,19.07868541164155,19.340888700418436,19.037285377233808,19.1752872467041,1411800,0.0,0
2010-05-03,19.292582936956222,19.32018383129223,19.044181468347528,19.147682189941406,2588300,0.0,0
2010-05-04,18.961376853984362,19.0303777619238,18.788875242177188,18.892375946044922,1622600,0.0,0
2010-05-05,18.733681756773244,18.92688410774915,18.574980530659115,18.69228172302246,1260400,0.0,0
2010-05-06,18.61638628698179,18.61638628698179,17.25017290848952,17.9401798248291,2291400,0.0,0
2010-05-07,17.905676233245,17.995376534395074,17.367470478094138,17.615873336791992,2970700,0.0,0
2010-05-10,18.1954742777675,18.229974080683306,17.933271037708145,18.16787338256836,1331100,0.0,0
2010-05-11,18.043673300291196,18.464577770146803,17.960873240830455,18.292076110839844,1441500,0.0,0
2010-05-12,18.298974172222774,18.581876754760742,18.181673005115588,18.581876754760742,1294100,0.0,0
2010-05-13,18.561172348688693,18.650873919878986,18.354170950081976,18.37487030029297,1078600,0.0,0
2010-05-14,18.285178445727436,18.47838080498175,18.167877248337923,18.35417938232422,1619000,0.0,0
2010-05-17,18.430072348404813,18.50597348193673,18.1195702237507,18.34037208557129,924100,0.0,0
2010-05-18,18.450778110161433,18.58187974534154,18.250676861175947,18.278276443481445,1518500,0.0,0
2010-05-19,18.188580370375863,18.512883105088722,18.0988787459108,18.361082077026367,3189400,0.0,0
2010-05-20,18.02297435442737,18.278276079016457,17.926372528076172,17.926372528076172,3131700,0.0,0
2010-05-21,17.705571596702356,18.14717545806828,17.62967043949884,18.016075134277344,2190400,0.0,0
2010-05-24,17.90566992450205,18.064371110050832,17.726268069327467,17.802167892456055,1334700,0.0,0
2010-05-25,17.443367308794564,17.629668090432578,17.13286381259263,17.60896873474121,1933300,0.0,0
2010-05-26,17.74696329088237,18.064366904162526,17.67106348542537,17.767663955688477,2128400,0.0,0
2010-05-27,18.11335212615562,18.11335212615562,17.86942445360154,17.994873046875,1425900,0.256,0
2010-05-28,18.015782108989146,18.25970978858569,17.960027324735556,18.08547592163086,2188900,0.0,0
2010-06-01,18.00184160884194,18.16910594792784,17.618527664599107,17.632465362548828,1424900,0.0,0
2010-06-02,17.702162916664978,18.0576002109481,17.597622848769728,18.036691665649414,1480000,0.0,0
2010-06-03,18.113354928260524,18.426976459960894,18.09941589811849,18.357282638549805,1476300,0.0,0
2010-06-04,18.0227458821855,18.099407855302324,17.62549300475796,17.674278259277344,1782700,0.0,0
2010-06-07,17.674282444294406,17.911240590324127,17.611558150974844,17.632465362548828,1236300,0.0,0
2010-06-08,17.611555661663076,17.80669669836494,17.500046118033833,17.785789489746094,1260200,0.0,0
2010-06-09,17.83457604911016,17.918207548279746,17.54883265656644,17.618526458740234,1220000,0.0,0
2010-06-10,17.86942403126284,18.127290725708008,17.862454517434717,18.127290725708008,884800,0.0,0
2010-06-11,18.036688375241255,18.162136965549777,17.939117840245224,18.127290725708008,976000,0.0,0
