Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-31,39.553702899877514,39.553702899877514,38.94755172729492,38.94755172729492,894500,0.0,0
2010-01-04,39.15922291560455,39.48635169980478,38.83209413140432,38.85133743286133,1701700,0.0,0
2010-01-05,38.77436510815109,38.78398859424051,38.21632403435462,38.62042236328125,1932400,0.0,0
2010-01-06,38.53383843684313,39.236202605516425,38.53383843684313,38.957183837890625,1406200,0.0,0
2010-01-07,38.05275836262502,39.00528163382623,38.05275836262502,38.94755172729492,1256800,0.0,0
2010-01-08,38.72625862483916,39.27467988192841,38.59155918208525,39.10149383544922,960300,0.0,0
2010-01-11,39.17848030670474,39.255449869928654,38.57232893881611,38.716651916503906,1038400,0.0,0
2010-01-12,37.93730788344233,38.21633030123817,37.35039992541837,38.04314422607422,1910800,0.0,0
2010-01-13,38.00465818400048,38.63005276147153,37.91806514512426,38.572322845458984,810000,0.0,0
2010-01-14,38.42800502791145,38.42800502791145,37.76412742129848,38.06239318847656,1157600,0.0,0
2010-01-15,37.85071676158843,38.15860231739948,37.68715049552831,37.82185363769531,738900,0.0,0
2010-01-19,37.812232159874604,38.02390486710554,37.57169632721601,38.004661560058594,1295000,0.0,0
2010-01-20,37.28305358237189,37.88920490055232,36.92706158229757,37.67753219604492,1865000,0.0,0
2010-01-21,37.85072085038825,38.148986620550005,37.47548551810181,37.7448844909668,1297400,0.0,0
2010-01-22,37.64866486906445,39.10149950255432,37.64866486906445,38.235572814941406,2629300,0.0,0
2010-01-25,38.49536019921975,39.063025016622205,38.48574037905093,38.96681213378906,1396900,0.0,0
2010-01-26,38.9475657196349,39.44788074512939,38.73589298992564,39.014915466308594,1084100,0.0,0
2010-01-27,39.05341339111329,39.197736415932816,38.43764200308566,39.05341339111328,1203200,0.0,0
2010-01-28,38.966798897353954,38.966798897353954,38.16821829401707,38.264434814453125,1206000,0.0,0
2010-01-29,38.4761088155556,38.87058738723027,37.92768380587607,37.95655059814453,948500,0.0,0
2010-02-01,38.052766786769475,38.9764234740424,38.00466035581919,38.957183837890625,1106600,0.0,0
2010-02-02,38.928315935538265,39.784622861060825,38.928315935538265,39.630680084228516,1296200,0.0,0
2010-02-03,39.630680084228516,39.81348965503804,39.380524448233004,39.630680084228516,1147600,0.0,0
2010-02-04,39.50558802509247,40.15022199378828,39.14959251642864,39.38050842285156,1611600,0.0,0
2010-02-05,39.45748549641975,39.57294530687053,38.5049659170502,39.178466796875,1313200,0.0,0
2010-02-08,39.45748993801156,40.159857684654405,39.08225468751891,39.26506423950195,1721900,0.0,0
2010-02-09,39.592193736198844,40.140615060870296,39.22657829632288,39.99629211425781,1030000,0.0,0
2010-02-10,39.823103108171296,41.2278311810432,39.80385980535712,40.72751998901367,1858600,0.0,0
2010-02-11,40.804494260555416,41.468371768328055,40.53509533049437,40.93919372558594,1548600,0.0,0
2010-02-12,40.76599346101432,41.18933868408203,40.41000161730327,41.18933868408203,1509800,0.0,0
2010-02-16,41.27594579805395,41.35291534746361,40.766007393288774,41.01616668701172,1721200,0.0,0
2010-02-17,41.064273044470504,41.449131801720895,40.563958128159044,41.2567024230957,2253400,0.0,0
2010-02-18,38.37026776764429,38.822472527813204,37.600554023467225,38.63004684448242,7767100,0.0,0
2010-02-19,38.28368760934609,38.812865756934116,38.014284955623225,38.48573684692383,2525300,0.0,0
2010-02-22,38.456872758837356,38.92832096808401,38.370279706281835,38.716651916503906,1706100,0.0,0
2010-02-23,38.658916342969945,38.976421709092705,38.533836691934795,38.69740295410156,1653500,0.0,0
2010-02-24,38.81284663890204,38.995652477577394,38.63004080022668,38.92830276489258,1441500,0.0,0
2010-02-25,38.5627079209326,39.35166518845097,38.53384112412098,39.1880989074707,1328800,0.0,0
2010-02-26,39.18810526408088,39.36129139190002,38.870599809936635,39.255455017089844,1153800,0.0,0
2010-03-01,39.32279315868446,39.880837999161045,39.11112414185298,39.736515045166016,1553400,0.0,0
